split,mode,k,signal_date,execution_date,ts_code,close_weight,pred_score
test,full_topk,30,20250619,20250620,300142.SZ,0.03547284296898178,0.00026875268667936325
test,full_topk,30,20250619,20250620,300144.SZ,0.0326166854343656,0.0002538152039051056
test,full_topk,30,20250619,20250620,300146.SZ,0.03333996021230051,0.0006047915667295456
test,full_topk,30,20250619,20250620,300212.SZ,0.033092315403138936,0.0002060122787952423
test,full_topk,30,20250619,20250620,300253.SZ,0.033171954327523616,0.00019798334687948227
test,full_topk,30,20250619,20250620,300316.SZ,0.033707564126676866,0.00013893796131014824
test,full_topk,30,20250619,20250620,300339.SZ,0.03284055813194893,0.00041976384818553925
test,full_topk,30,20250619,20250620,300346.SZ,0.03397692201951728,0.00013380497694015503
test,full_topk,30,20250619,20250620,300373.SZ,0.03302391333073752,0.0003640200011432171
test,full_topk,30,20250619,20250620,300383.SZ,0.03281103652177682,0.00013672560453414917
test,full_topk,30,20250619,20250620,300450.SZ,0.03338884152682298,0.00021753087639808655
test,full_topk,30,20250619,20250620,300496.SZ,0.03272052291562661,0.0002187006175518036
test,full_topk,30,20250619,20250620,300498.SZ,0.03341434242603611,0.00022091902792453766
test,full_topk,30,20250619,20250620,300529.SZ,0.033744205570464376,0.00026924489066004753
test,full_topk,30,20250619,20250620,300601.SZ,0.033762654815333255,0.00017304858192801476
test,full_topk,30,20250619,20250620,300604.SZ,0.033757569108227775,0.00031991489231586456
test,full_topk,30,20250619,20250620,300661.SZ,0.03317950784758043,0.00024637486785650253
test,full_topk,30,20250619,20250620,300666.SZ,0.03351421620506997,0.00042318273335695267
test,full_topk,30,20250619,20250620,300676.SZ,0.03336300448522231,0.00035026296973228455
test,full_topk,30,20250619,20250620,300735.SZ,0.03303467196022027,0.00018967781215906143
test,full_topk,30,20250619,20250620,300748.SZ,0.03317863393340228,0.00016815122216939926
test,full_topk,30,20250619,20250620,300763.SZ,0.033108875780221876,0.0002406323328614235
test,full_topk,30,20250619,20250620,300957.SZ,0.032838875690731066,0.00015064049512147903
test,full_topk,30,20250619,20250620,302132.SZ,0.03299787683430675,0.0004123132675886154
test,full_topk,30,20250620,20250623,300001.SZ,0.032885643973019664,0.0001910785213112831
test,full_topk,30,20250620,20250623,300014.SZ,0.03447572270236236,0.00048733409494161606
test,full_topk,30,20250620,20250623,300054.SZ,0.033256504341126,0.0002737380564212799
test,full_topk,30,20250620,20250623,300122.SZ,0.033402649350821656,0.000212058424949646
test,full_topk,30,20250620,20250623,300124.SZ,0.03305091515253297,0.00038853520527482033
test,full_topk,30,20250620,20250623,300136.SZ,0.033423095482343575,0.0002156933769583702
test,full_topk,30,20250620,20250623,300142.SZ,0.03296038388697647,0.00024368055164813995
test,full_topk,30,20250620,20250623,300144.SZ,0.03304660235097329,0.0002658450976014137
test,full_topk,30,20250620,20250623,300146.SZ,0.03290048295823996,0.0006239945068955421
test,full_topk,30,20250620,20250623,300212.SZ,0.033907257812345416,0.00019789021462202072
test,full_topk,30,20250620,20250623,300253.SZ,0.03348968074569093,0.00018341140821576118
test,full_topk,30,20250620,20250623,300339.SZ,0.03365554036353006,0.0004058917984366417
test,full_topk,30,20250620,20250623,300373.SZ,0.03307118766785878,0.00031292904168367386
test,full_topk,30,20250620,20250623,300450.SZ,0.0341485536362213,0.0001998376101255417
test,full_topk,30,20250620,20250623,300496.SZ,0.033010142385775765,0.00023278314620256424
test,full_topk,30,20250620,20250623,300498.SZ,0.03250347440561037,0.0002126595936715603
test,full_topk,30,20250620,20250623,300529.SZ,0.032779542746143975,0.00024147611111402512
test,full_topk,30,20250620,20250623,300601.SZ,0.03469229638388432,0.00026884861290454865
test,full_topk,30,20250620,20250623,300604.SZ,0.03402071039946462,0.0003115059807896614
test,full_topk,30,20250620,20250623,300628.SZ,0.032512642986251,0.00017650611698627472
test,full_topk,30,20250620,20250623,300661.SZ,0.033129434536762176,0.00020767422392964363
test,full_topk,30,20250620,20250623,300666.SZ,0.03344735307239469,0.00039126165211200714
test,full_topk,30,20250620,20250623,300676.SZ,0.032872756084371096,0.00040762126445770264
test,full_topk,30,20250620,20250623,300735.SZ,0.033768405324452466,0.00018612714484333992
test,full_topk,30,20250620,20250623,300750.SZ,0.03285334050055554,0.00021325796842575073
test,full_topk,30,20250620,20250623,300751.SZ,0.03373915728862737,0.00017312821000814438
test,full_topk,30,20250620,20250623,300759.SZ,0.0333827022860281,0.0002706758677959442
test,full_topk,30,20250620,20250623,300763.SZ,0.03328325143298432,0.0002591712400317192
test,full_topk,30,20250620,20250623,300957.SZ,0.03321115577772782,0.00023362506181001663
test,full_topk,30,20250620,20250623,302132.SZ,0.03311941396492393,0.0005081859417259693
test,full_topk,30,20250623,20250624,300001.SZ,0.034108455721771166,0.00029012933373451233
test,full_topk,30,20250623,20250624,300002.SZ,0.033552975313476494,0.00023550447076559067
test,full_topk,30,20250623,20250624,300014.SZ,0.033488734899755776,0.0005253469571471214
test,full_topk,30,20250623,20250624,300054.SZ,0.03306275477059635,0.00026074517518281937
test,full_topk,30,20250623,20250624,300059.SZ,0.03393591922855753,0.0002474244683980942
test,full_topk,30,20250623,20250624,300122.SZ,0.03298127225154289,0.00023686885833740234
test,full_topk,30,20250623,20250624,300124.SZ,0.033636467504891604,0.00037112366408109665
test,full_topk,30,20250623,20250624,300136.SZ,0.03356117531081427,0.0004030829295516014
test,full_topk,30,20250623,20250624,300144.SZ,0.0329845644928829,0.0002710176631808281
test,full_topk,30,20250623,20250624,300146.SZ,0.033089564791437084,0.000626805704087019
test,full_topk,30,20250623,20250624,300212.SZ,0.033257383248546976,0.0002101152203977108
test,full_topk,30,20250623,20250624,300339.SZ,0.0334850448534558,0.00040981220081448555
test,full_topk,30,20250623,20250624,300373.SZ,0.03281639100737878,0.00028900010511279106
test,full_topk,30,20250623,20250624,300496.SZ,0.0341187570028842,0.0002822345122694969
test,full_topk,30,20250623,20250624,300498.SZ,0.03275264063512452,0.00027433130890130997
test,full_topk,30,20250623,20250624,300601.SZ,0.0331098025165863,0.00029622483998537064
test,full_topk,30,20250623,20250624,300604.SZ,0.03300640906919271,0.00028395839035511017
test,full_topk,30,20250623,20250624,300627.SZ,0.03412175551494449,0.0003636246547102928
test,full_topk,30,20250623,20250624,300628.SZ,0.033204773671925064,0.00022837752476334572
test,full_topk,30,20250623,20250624,300661.SZ,0.033678067932177855,0.0001990441232919693
test,full_topk,30,20250623,20250624,300666.SZ,0.03302410300117182,0.00039036013185977936
test,full_topk,30,20250623,20250624,300676.SZ,0.03380161360454432,0.00043930578976869583
test,full_topk,30,20250623,20250624,300699.SZ,0.03310007508145895,0.00033212685957551
test,full_topk,30,20250623,20250624,300750.SZ,0.03340085439829906,0.00041744764894247055
test,full_topk,30,20250623,20250624,300751.SZ,0.0332696769728512,0.00020469771698117256
test,full_topk,30,20250623,20250624,300759.SZ,0.03295331104753563,0.0003813542425632477
test,full_topk,30,20250623,20250624,300763.SZ,0.033742683359993364,0.0003183032386004925
test,full_topk,30,20250623,20250624,300957.SZ,0.033015317026692075,0.0003174068406224251
test,full_topk,30,20250623,20250624,301236.SZ,0.03334626168869125,0.00020550191402435303
test,full_topk,30,20250623,20250624,302132.SZ,0.03239319408081951,0.0005687680095434189
test,full_topk,30,20250624,20250625,300001.SZ,0.033075843919179795,0.0003169337287545204
test,full_topk,30,20250624,20250625,300002.SZ,0.03320775570701636,0.00021192245185375214
test,full_topk,30,20250624,20250625,300014.SZ,0.033425954591081136,0.0004990445449948311
test,full_topk,30,20250624,20250625,300054.SZ,0.0331353209320019,0.00022559566423296928
test,full_topk,30,20250624,20250625,300059.SZ,0.03592150467229679,0.00020952755585312843
test,full_topk,30,20250624,20250625,300124.SZ,0.03324973752351149,0.00033317552879452705
test,full_topk,30,20250624,20250625,300136.SZ,0.03301669262173893,0.00037455884739756584
test,full_topk,30,20250624,20250625,300144.SZ,0.032915263915546146,0.00025202613323926926
test,full_topk,30,20250624,20250625,300146.SZ,0.032880001469750085,0.0005941474810242653
test,full_topk,30,20250624,20250625,300339.SZ,0.03429434431542773,0.00037428224459290504
test,full_topk,30,20250624,20250625,300373.SZ,0.03284614159288731,0.00025009550154209137
test,full_topk,30,20250624,20250625,300496.SZ,0.03338290643450326,0.0003168773837387562
test,full_topk,30,20250624,20250625,300498.SZ,0.033014096876042266,0.00025670137256383896
test,full_topk,30,20250624,20250625,300601.SZ,0.03278481971052393,0.000260145403444767
test,full_topk,30,20250624,20250625,300604.SZ,0.034283839826323846,0.00023703370243310928
test,full_topk,30,20250624,20250625,300627.SZ,0.03278291936233494,0.00046315835788846016
test,full_topk,30,20250624,20250625,300628.SZ,0.03301959221115077,0.00026709772646427155
test,full_topk,30,20250624,20250625,300661.SZ,0.03363862397055565,0.00021033454686403275
test,full_topk,30,20250624,20250625,300666.SZ,0.03324614075638459,0.00034680264070630074
test,full_topk,30,20250624,20250625,300676.SZ,0.03296189161880641,0.0004405793733894825
test,full_topk,30,20250624,20250625,300699.SZ,0.033365555611656515,0.0002999403513967991
test,full_topk,30,20250624,20250625,300750.SZ,0.03387988688840423,0.000629957765340805
test,full_topk,30,20250624,20250625,300751.SZ,0.03324124560881816,0.00018635345622897148
test,full_topk,30,20250624,20250625,300759.SZ,0.03295653737462705,0.0003889850340783596
test,full_topk,30,20250624,20250625,300761.SZ,0.03298960023624512,0.00021326635032892227
test,full_topk,30,20250624,20250625,300763.SZ,0.03307316882848147,0.0002572759985923767
test,full_topk,30,20250624,20250625,300919.SZ,0.03305063025609553,0.00027523376047611237
test,full_topk,30,20250624,20250625,300957.SZ,0.03283042177701162,0.0003512161783874035
test,full_topk,30,20250624,20250625,301236.SZ,0.03415184181449223,0.0001988280564546585
test,full_topk,30,20250624,20250625,302132.SZ,0.033377719577104684,0.0005248906090855598
