run,engine,split,setting,net_ann,net_ir,net_mdd,excess_benchmark_ann,excess_exec_universe_ann,avg_filled_turnover,avg_position_count
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k20_style0_turn0.02,-0.0375777978073024,0.0089264921903507,-0.4277620717548855,-0.0323718587280792,0.0411458712611638,0.0673072804305114,50.29896907216495
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k20_style0.05_turn0,-0.0342042990808069,0.0103651042052289,-0.422872735250874,-0.0289083919112803,0.0448610598007312,0.0666628194330153,50.39175257731959
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k20_style0.05_turn0.02,-0.0337496702980808,0.0105491271822257,-0.4225590311468155,-0.0284219776898142,0.0454062832511141,0.066594296148119,50.27835051546392
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k20_style0.1_turn0,-0.0342484451603809,0.010431043230193,-0.424231867167424,-0.028746517730429,0.045049801105947,0.0654615501307683,50.39175257731959
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k20_style0.1_turn0.02,-0.0332469753486602,0.010781771136388,-0.4233244647738743,-0.0278564270598642,0.046037261922367,0.0650806135331637,49.69072164948454
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k20_style0.2_turn0,-0.0233052054724638,0.0150725706078389,-0.4191155131455474,-0.0166805388171903,0.057896632026285,0.0653494663476666,49.54639175257732
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k20_style0.2_turn0.02,-0.0239985801162806,0.0148260284820848,-0.4195910601473334,-0.0172795930601658,0.0572735659618688,0.0654021588445151,49.45360824742268
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k30_style0_turn0,-0.046280369035312,0.0023128028975952,-0.4123138875161776,-0.0455168212866535,0.0266991778794456,0.089006083171653,72.56701030927834
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k30_style0_turn0.02,-0.0453633604961221,0.002736041594084,-0.411661532873591,-0.0445123571798669,0.0277696212136882,0.0885905456967802,72.41237113402062
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k30_style0.05_turn0,-0.0518132580777747,-9.265428180620389e-05,-0.4078938251684439,-0.0507481105876562,0.0210762962301269,0.0886877726847166,72.56701030927834
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k30_style0.05_turn0.02,-0.0482356030347652,0.0013659349977627,-0.4093077020665107,-0.0473969365378477,0.0246740232409432,0.0881262404951259,72.23711340206185
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k30_style0.1_turn0,-0.0623900419191082,-0.0041011389592098,-0.4183460313090876,-0.060121491455931,0.0111371990407838,0.0862856814955142,71.9278350515464
clean_alpha_only,barra_lite_optimizer,validation,industry_size_liquidity_vol_mom_k30_style0.1_turn0.02,-0.0573330901408771,-0.0019849905321383,-0.4189945992325499,-0.0552446398114593,0.016380044502362,0.086128915107311,71.72164948453609
